ROI,X,Y,T,Contour,Max. Feret diam.,Elongation ratio,Avg. ch 0
30491,639.7555555556,267.1333333333,196,23.3992424049,8.602325267,1.4744715341,47.6444444444
30492,546.2,265.9,196,11.3139610307,3.6055512755,1.448711177,47.2
30493,740.3076923077,282.5384615385,196,18.6421356237,5.8309518948,1.2906985576,51.0769230769
30494,610.8260869565,285.1884057971,196,29.6989898732,10.4403065089,1.5128701896,53.9855072464
30495,578,288.5,196,29.5705627485,10.8166538264,1.3028435183,58.1710526316
30496,626.6463414634,300.1585365854,196,31.6276695297,10.8166538264,1.1307388515,55.6829268293
30497,553.5,303.5,196,5.6568542495,1.4142135624,0,45.25
30498,603.78,310.96,196,24.1705627485,8.5440037453,1.3609117082,54.7
30499,671.2222222222,255.7037037037,196,19.2850288425,5.6568542495,1.0790299179,44.6666666667
30500,598.525,262.6,196,22.2421356237,7.2801098893,1.33815979,48.725
30501,637.9666666667,244.3,196,20.1850288425,8.0622577483,2.0601443253,49.1666666667
30502,659.4565217391,760.9891304348,197,38.5700576851,14.3178210633,1.8900209684,75.1413043478
30503,663.3,733.3,197,11.6994949366,3.1622776602,1.3695880571,52.4
30504,680.5,733.5,197,22.6279220614,7.6157731059,1.4463860393,48.380952381
30505,655,727,197,3.1415926536,0,0,62
30506,660,671.5,197,7.4568542495,2.2360679775,0,51.5
30507,476.8260869565,673,197,15.6852813742,5,1,46.3913043478
30508,481.5,659,197,5.1415926536,1,0,76
30509,492.056,658.552,197,41.7840187158,14.3178210633,1.3084708271,84.248
30510,420.3837209302,657.2209302326,197,46.541125497,18.3847763109,3.425520724,64.8139534884
30511,266.7564102564,638.8205128205,197,33.0416305603,10.8166538264,1.3329978804,64.8846153846
30512,465.2083333333,630.6666666667,197,17.9992424049,5.8309518948,1.6138161141,59.0416666667
30513,444.8837209302,621.3255813953,197,25.1992424049,10.1980390272,2.3861354758,62.0930232558
30514,501.3225806452,617.4516129032,197,20.4421356237,7.2801098893,1.711858713,62.2903225806
30515,683.7959183673,615.2040816327,197,25.7134559673,8.0622577483,1.1705619026,50.8979591837
30516,429.5925925926,600.9259259259,197,17.0994949366,5.8309518948,1.2694559529,50.8888888889
30517,414.8214285714,597.2142857143,197,18.3850288425,6.3245553203,1.552266389,55.6071428571
30518,688.8823529412,596.4117647059,197,13.4994949366,4.472135955,1.3593049359,53.7058823529
30519,517.5555555556,592.1851851852,197,24.4279220614,10.4403065089,3.7518885321,72.5555555556
30520,181.05,595.1,197,15.1708152802,4.472135955,1.0816945753,51.55
30521,679.3837209302,592.1162790698,197,32.9132034356,11.401754251,1.401458188,64.7209302326
30522,173.5,591.5,197,5.6568542495,1.4142135624,0,53.25
30523,502.4634146341,582.5853658537,197,21.9850288425,7.6157731059,1.4348653721,69.1219512195
30524,211.125,588.125,197,8.8710678119,2.8284271247,1.209896735,45.375
30525,684.5882352941,573,197,16.7418641387,6.0827625303,2.939738525,48.5882352941
30526,347.5,583.3703703704,197,29.0560966544,10.8166538264,1.7323264305,59.3888888889
30527,210.6333333333,572.3666666667,197,18.1279220614,5.8309518948,1.1143933473,49.2
30528,809.5,571,197,5.1415926536,1,0,45
30529,714.025,559.075,197,21.5992424049,7.2111025509,1.2476663527,53.325
30530,748.3333333333,559.6666666667,197,6.0426406871,1.4142135624,0,45
30531,534.9411764706,557.6470588235,197,14.2710678119,5.3851648071,2.6321756657,66.3529411765
30532,446.5,556.5,197,5.6568542495,1.4142135624,0,56
30533,238.25,551,197,7.8426406871,2,0,44
30534,677.0412371134,552.7525773196,197,37.927416998,13.6014705087,1.7511784234,92.2989690722
30535,585.1029411765,557.1911764706,197,30.2132034356,10,1.3531223948,72.1617647059
30536,690.0555555556,553.8888888889,197,14.7850288425,4.472135955,1.2936573461,65.7222222222
30537,686,540,197,3.1415926536,0,0,84
30538,462.5217391304,540.9130434783,197,16.9708152802,6.4031242374,1.7709082358,58.6956521739
30539,713.2222222222,545.5,197,13.8852813742,4.472135955,1.3346584799,65.1666666667
30540,553.7419354839,546.7419354839,197,20.4421356237,6.3245553203,1.3026804593,72.5161290323
30541,508.6428571429,525.2857142857,197,12.7281745931,4.2426406871,1.2181566014,64.0714285714
30542,288.8888888889,525.3333333333,197,10.2852813742,3.1622776602,1.5572201791,48.2222222222
30543,718.375,537.4166666667,197,24.041883092,7.6157731059,1.1462588419,58.5833333333
30544,702,531.5,197,22.3705627485,8.0622577483,1.5194289603,67.5476190476
30545,534.4074074074,518.2592592593,197,17.9992424049,5.3851648071,1.0701593982,74.962962963
30546,695.1846153846,516.0307692308,197,33.9413780286,11.6619037897,2.2430934025,64.9692307692
30547,713.5,523,197,5.1415926536,1,0,42.5
30548,678.1666666667,520.8333333333,197,8.8710678119,2.2360679775,1.7320508076,61.5
30549,313.9090909091,498.6363636364,197,10.6710678119,3.6055512755,1.5590873763,55.8181818182
30550,540.8518518519,500.7407407407,197,18.6421356237,6.3245553203,1.5310190751,71.0740740741
30551,219.4,505.8,197,7.4568542495,2.2360679775,78266775.3673671,48.2
30552,468.7738095238,513.1071428571,197,33.6845237792,10.8166538264,1.2841060517,79.0357142857
30553,287.8181818182,486.6363636364,197,12.3423881554,4.2426406871,1.8448374976,50.6363636364
30554,513.4886363636,494.6818181818,197,34.0703102168,11.401754251,1.2517056571,96.7727272727
30555,182.4516129032,497.5806451613,197,18.7708152802,5.8309518948,1.0567524165,58.4838709677
30556,685.3965517241,500.4137931034,197,30.9845237792,12.0415945788,2.501377581,52.5517241379
30557,380.125,483.3333333333,197,16.3279220614,5.3851648071,1.2706098691,63
30558,244.5652173913,485.652173913,197,19.0279220614,7.2801098893,2.5137429926,51.4347826087
30559,526.5737704918,484.6885245902,197,27.6421356237,9.8488578018,1.5362583063,92.2950819672
30560,653.65,485.1,197,16.8421356237,5.3851648071,1.5910721024,49.05
30561,524,470,197,3.1415926536,0,0,69
30562,559.8461538462,475.5576923077,197,25.4563491861,8.94427191,1.3105276937,77.9423076923
30563,365,475,197,8.4852813742,2.8284271247,1.7320508076,57.8571428571
30564,484.2051282051,480.3846153846,197,24.8134559673,7.8102496759,1.326425348,69.5384615385
30565,418,457.7142857143,197,8.8710678119,2.2360679775,1,72
30566,631.5,452.5,197,5.6568542495,1.4142135624,0,64
30567,402.125,444.875,197,8.8710678119,2.8284271247,1.209896735,65
30568,670.5609756098,444.7317073171,197,22.8847763109,7.6157731059,1.2219231172,60.9756097561
30569,678.5,469,197,5.1415926536,1,0,51.5
30570,633.4047619048,469.6428571429,197,21.7279220614,7.6157731059,1.3971129548,64.0476190476
30571,695.7575757576,466.4545454545,197,21.0850288425,6.4031242374,1.1566028861,50.5757575758
30572,534.8888888889,459.3333333333,197,10.2852813742,3.1622776602,1.5572201791,72.1111111111
30573,930.95,430.9,197,15.1708152802,4.472135955,1.0816945753,47.9
30574,696.0277777778,432.4583333333,197,33.0416305603,12.7279220614,1.9494189577,59.2777777778
30575,572.0333333333,425.7333333333,197,18.513708499,6.7082039325,1.5231639593,67.6666666667
30576,946.1666666667,419.8333333333,197,8.8710678119,2.2360679775,1.7320508076,50.5
30577,280.7058823529,443.2352941176,197,22.1134559673,8.0622577483,1.8242543123,53.7647058824
30578,526,438,197,8.4852813742,2.8284271247,1.7320508076,64.4285714286
30579,486.0714285714,436.9642857143,197,28.7987373415,8.602325267,1.1997132534,79.1428571429
30580,873.0857142857,432.4285714286,197,19.9279220614,7.2111025509,1.3738173226,48.6571428571
30581,574.6666666667,405.6666666667,197,6.0426406871,1.4142135624,0,61.3333333333
30582,627.3666666667,409.6333333333,197,18.1279220614,5.8309518948,1.1143933473,64.2666666667
30583,955,400,197,12.0852813742,4,1.8612097182,51.0909090909
30584,922.575,405.4,197,31.627416998,11.401754251,2.7342946247,50.4
30585,904.3,416.175,197,22.4992424049,7.2111025509,1.1230491713,49.4
30586,448.0253164557,421.7341772152,197,33.0416305603,11.6619037897,1.4891566549,93.6202531646
30587,753.0869565217,413.652173913,197,16.713708499,6.3245553203,1.9730634136,40.9130434783
30588,256.2941176471,416.2941176471,197,22.7563491861,7.0710678119,1.3161354547,51.3823529412
30589,414.5517241379,380.2413793103,197,21.8563491861,8.5440037453,2.4332468805,74.1034482759
30590,545.9237288136,388.3389830508,197,43.455591591,15.6204993518,1.7216021577,101.4322033898
30591,449.4615384615,374.1538461538,197,12.7281745931,3.6055512755,1.1067104459,56
30592,530.1666666667,377.8333333333,197,8.8710678119,2.2360679775,1.7320508076,64.5
30593,654.4,396.8,197,7.4568542495,2.2360679775,1.6287424582,53
30594,821,397.5,197,7.4568542495,2.2360679775,2.6180339887,47.25
30595,956.8,392.5,197,10.2852813742,3.1622776602,1.4953487812,50.7
30596,443.2888888889,403.6777777778,197,39.0845237792,14.3178210633,1.8420763931,91.1111111111
30597,568.6666666667,343.8888888889,197,10.2852813742,3.1622776602,1.5572201791,59
30598,944.5,338.5,197,5.6568542495,1.4142135624,0,44.5
30599,313.4390243902,365.7317073171,197,21.9850288425,7.2801098893,1.3548030916,55.6097560976
30600,809.7142857143,352,197,8.8710678119,2.2360679775,1,39
30601,505.8493150685,374.5068493151,197,33.5560966544,13.3416640641,2.2366685854,77.5890410959
30602,533.1666666667,364.0833333333,197,12.0852813742,4.1231056256,1.9573683597,60
30603,893.7272727273,369.9090909091,197,12.0852813742,4.472135955,2.1040420665,43.5454545455
30604,468.5,369,197,5.1415926536,1,0,62.5
30605,828.5,320,197,13.113708499,4.1231056256,1.8353763408,42.0833333333
30606,518,315,197,14.913708499,4.472135955,1,54.3333333333
30607,620.84,333.46,197,24.4276695297,8.0622577483,1.2215250691,53.16
30608,539.4032258065,330.1129032258,197,26.3563491861,8.94427191,1.1538450385,63.564516129
30609,854.8,334,197,10.6710678119,3.1622776602,1.4849792192,45.3
30610,913.9545454545,333.7272727273,197,15.9423881554,5,1.069244627,51.1363636364
30611,757.6363636364,335.9090909091,197,10.6710678119,3.6055512755,1.5590873763,42.7272727273
30612,597.8611111111,336.6111111111,197,19.9279220614,6.7082039325,1.2166291431,51.4722222222
30613,578.1265822785,288.2911392405,197,34.327416998,10.8166538264,1.2907072353,57.2658227848
30614,626.880952381,299.8214285714,197,35.0987373415,10.7703296143,1.1320102895,56.2142857143
30615,709.6666666667,296.6666666667,197,6.0426406871,1.4142135624,0,39.6666666667
30616,553.7,303.7,197,11.6994949366,3.1622776602,1.3695880571,44.8
30617,604.1276595745,310.2127659574,197,24.941883092,8.5440037453,1.3748411729,54
30618,658,309.2647058824,197,19.5421356237,6.3245553203,1.1873461245,43.1764705882
30619,891,309,197,3.1415926536,0,0,42
30620,920,310.5,197,5.1415926536,1,0,44
30621,637.8518518519,243.6666666667,197,18.7708152802,7.2111025509,1.8001007516,48.8148148148
30622,671.9642857143,255.6071428571,197,18.7708152802,5.8309518948,1.0958738657,43.8214285714
30623,598.5454545455,261.9772727273,197,23.0134559673,7.6157731059,1.1871850802,48.1136363636
30624,640.1666666667,266.875,197,26.9989898732,9.2195444573,1.6376683664,46.5625
30625,547,265,197,9.2568542495,2.8284271247,1,49.4444444444
30626,740.5161290323,282.0967741935,197,20.3134559673,6.7082039325,1.5149535508,51.7419354839
30627,611.1304347826,284.7101449275,197,29.9560966544,10.4403065089,1.4996480193,52.9710144928
30628,659.3829787234,760.329787234,198,38.8271644663,14.3178210633,1.8383284733,74.3829787234
30629,663.5,732.5,198,5.6568542495,1.4142135624,0,47.5
30630,680.3902439024,733.2682926829,198,21.9850288425,7.6157731059,1.3590699568,48.756097561
30631,660.3333333333,670.8888888889,198,10.2852813742,3.1622776602,1.5572201791,50.4444444444
30632,477,672.7083333333,198,17.613708499,5.0990195136,1.1408295094,44.9166666667
30633,482,658,198,3.1415926536,0,0,68
30634,492.392,657.912,198,42.1698051534,15.0332963784,1.4432778332,84.2
30635,420.3417721519,656.670886076,198,43.9698051534,17.0880074906,3.2123986382,65.9493670886
30636,266.5308641975,638.6296296296,198,31.7560966544,10.8166538264,1.2179633226,63.2839506173
30637,465.68,630.32,198,17.3563491861,5.8309518948,1.5627320625,58.76
30638,520,616.5,198,5.1415926536,1,0,62
30639,445.2765957447,621.4255319149,198,28.0276695297,10.4403065089,2.0957951387,62.1276595745
30640,501.6,617.0666666667,198,20.0563491861,6.3245553203,1.3896121061,61.6
30641,684.4528301887,614.358490566,198,24.8134559673,8.0622577483,1.1157759556,51.6981132075
30642,429.4642857143,600.9285714286,198,18.513708499,6.3245553203,1.4269266602,52.2857142857
30643,414.68,597.28,198,19.6708152802,6.0827625303,1.5692104055,54.4
30644,689.4615384615,596.1538461538,198,12.7281745931,3.6055512755,1.1067104459,54.6153846154
30645,518.3214285714,591.7857142857,198,29.0560966544,11.1803398875,3.894774005,72.1428571429
30646,181,595.3333333333,198,13.8852813742,4.472135955,1.3361267533,51.6111111111
30647,679.9268292683,591.1219512195,198,32.3989898732,10.7703296143,1.280082597,63.5975609756
30648,173.125,590.875,198,8.8710678119,2.8284271247,1.209896735,53.25
30649,502.9534883721,582.4186046512,198,23.5276695297,7.6157731059,1.2657176601,68.1627906977
30650,211.1111111111,588.3333333333,198,10.2852813742,3.1622776602,1.5572201791,46.4444444444
30651,684.6666666667,572.0666666667,198,13.8852813742,5.0990195136,2.4457823703,49.7333333333
30652,347.3728813559,583.4745762712,198,28.541883092,10.8166538264,1.7713269537,59.1525423729
30653,810,570.2,198,10.6710678119,3.1622776602,1.4849792192,44.5
30654,210.7419354839,572.3548387097,198,19.7992424049,6.0827625303,1.142625683,48.8064516129
30655,714.9487179487,558.0512820513,198,21.8563491861,7.2111025509,1.2909027572,54.3333333333
30656,447,556,198,3.1415926536,0,0,49
30657,585.6212121212,556.4848484848,198,29.9560966544,10.295630141,1.4282146274,72.5151515152
30658,535.7368421053,556.6315789474,198,15.813708499,5.3851648071,1.6695773736,64.6315789474
30659,677.62,551.96,198,39.2129509039,13.9283882772,1.6040477717,90.69
30660,554.5277777778,546.3055555556,198,21.4705627485,7.2801098893,1.4122494024,72.3888888889
30661,690.5555555556,552.7777777778,198,15.5566017178,5.3851648071,1.7990159119,67.8333333333
30662,238.1666666667,551.1666666667,198,8.8710678119,2.2360679775,1.7320508076,43.8333333333
30663,215.5,536,198,5.1415926536,1,0,43.5
30664,719.0227272727,536.7272727273,198,24.2992424049,7.8102496759,1.2296959929,59.5454545455
30665,713.6666666667,544.7333333333,198,13.4994949366,4.1231056256,1.2722483418,66.1333333333
30666,462.3529411765,540.4705882353,198,17.3566017178,6.4031242374,1.9390781295,56.3529411765
30667,714,522,198,3.1415926536,0,0,37
30668,508.56,524.32,198,17.9992424049,6.4031242374,1.7622535786,64.08
30669,702.8181818182,530.4090909091,198,23.6563491861,8.602325267,1.4520312983,66.7272727273
30670,288.5,525.5,198,5.6568542495,1.4142135624,0,48.25
30671,469.2307692308,512.6153846154,198,32.7847763109,10.8166538264,1.2915916125,79.6538461538
30672,219.4,505.8,198,7.4568542495,2.2360679775,78266775.3673671,47.2
30673,534.6785714286,517.6785714286,198,18.6421356237,5.6568542495,1.001221252,73.4285714286
30674,695.7538461538,515.2615384615,198,32.6558441227,12.0415945788,2.1903188819,65.3230769231
30675,182.4137931034,497.724137931,198,18.3850288425,5.8309518948,1.0598475816,58.6206896552
30676,686.2,499.6166666667,198,33.6842712475,12.2065556157,2.687440891,51.8833333333
30677,313.8333333333,499.4166666667,198,12.4710678119,4.472135955,1.9794879517,54.3333333333
30678,541.0357142857,500.2142857143,198,19.0279220614,6.3245553203,1.5611236484,70.75
30679,654.1578947368,484.4736842105,198,15.2994949366,5.3851648071,1.6610588656,50
30680,308.5,485.5,198,5.6568542495,1.4142135624,0,55.5
30681,286.8,487.2,198,8.6418641387,2.8284271247,1.8988289221,48.6
30682,514.0795454545,494.1136363636,198,34.9700576851,11.401754251,1.2893484146,96.5
30683,484.8461538462,479.9743589744,198,21.8563491861,7.2111025509,1.2000636095,69.0512820513
30684,380.0869565217,483.4347826087,198,16.5850288425,5.3851648071,1.2813896794,62.9130434783
30685,527.303030303,484.1212121212,198,30.2132034356,10.1980390272,1.4898248469,91.0303030303
30686,244.56,485.64,198,18.513708499,7.2801098893,2.2183815987,51.08
30687,696.3636363636,465.6666666667,198,21.0850288425,6.4031242374,1.1968693047,50.1515151515
30688,633.976744186,468.5813953488,198,22.6276695297,7.2801098893,1.1174787214,64.2790697674
30689,560.2264150943,474.7547169811,198,26.0989898732,8.94427191,1.3429262699,77.2830188679
30690,365,475.5,198,7.4568542495,2.2360679775,2.6180339887,56.25
30691,280.5135135135,443.2972972973,198,23.5276695297,8.0622577483,1.6674218909,53.2972972973
30692,526.375,437.75,198,10.9281745931,3.1622776602,1.7790701871,64.625
30693,486.5576923077,436.2115384615,198,25.841883092,8.5440037453,1.226690273,76.9807692308
30694,931.8947368421,430.4210526316,198,14.2710678119,5,1.3683384476,49.3684210526
30695,535.5,459,198,13.113708499,4.1231056256,1.3068378353,69.125
30696,418,457.5,198,7.4568542495,2.2360679775,0,70.1666666667
30697,402.25,445.4166666667,198,12.3423881554,3.6055512755,1.313230406,64.4166666667
30698,671.027027027,444.2162162162,198,23.2705627485,8.0622577483,1.4926828259,60.9189189189
30699,448.4303797468,421.6329113924,198,34.0700576851,11.6619037897,1.6051497363,93.3164556962
30700,256.5,416.5,198,19.2852813742,7.0710678119,1.1454517558,50.9705882353
30701,905.2926829268,415.7804878049,198,23.2705627485,7.2801098893,1.2139779774,49.6829268293
30702,753.9583333333,413.3333333333,198,18.6421356237,6.0827625303,1.6753221767,41.2916666667
30703,874.4,432,198,22.7560966544,7.2801098893,1.4808715521,48.4571428571
30704,696.7162162162,431.7162162162,198,35.7413780286,12.2065556157,1.9492096129,59.8648648649
30705,572.34375,424.96875,198,20.0563491861,6.7082039325,1.3468303051,66.8125
30706,947.7142857143,419.5714285714,198,9.2568542495,3.1622776602,0,51
30707,822.5,397,198,10.2852813742,3.6055512755,2.4230408229,44.375
30708,956.4,399.2,198,7.4568542495,2.2360679775,1.6287424582,48.8
30709,655.4545454545,395.3636363636,198,11.9566017178,4.2426406871,1.9128489605,52.3636363636
30710,443.7441860465,403.7674418605,198,40.627416998,13.9283882772,1.826419045,91.6627906977
30711,627.7352941176,409.1176470588,198,22.3705627485,7.0710678119,1.3333848431,63.3823529412
30712,920.6428571429,408,198,13.3708152802,4.472135955,1.7346467961,50.2857142857
30713,926.1176470588,403.4117647059,198,13.4994949366,4.472135955,1.3593049359,51.3529411765
30714,575,405.5,198,7.4568542495,2.2360679775,0,63.1666666667
30715,895.375,369.25,198,10.9281745931,3.1622776602,1.7790701871,42.125
30716,449.1111111111,374.2777777778,198,15.1708152802,4.472135955,1.100885631,58.5555555556
30717,468.8,368.6,198,7.4568542495,2.2360679775,1.7721412261,60.6
30718,506.4393939394,374.0151515152,198,30.8563491861,12.6491106407,2.3567404992,79.5606060606
30719,546.2123893805,387.8672566372,198,41.3984848098,15,1.6645294682,102.3982300885
30720,957.8461538462,392,198,12.0852813742,4.1231056256,2.0123844927,52.0769230769
30721,530.8181818182,377.5454545455,198,11.6994949366,3.6055512755,1.5881258293,62.9090909091
30722,415.375,380.5,198,25.4560966544,9.8488578018,3.0019659834,73.90625
30723,597.8611111111,336.3888888889,198,19.9279220614,6.7082039325,1.2166291431,51.5833333333
30724,855,333.5,198,7.4568542495,2.2360679775,0,42.6666666667
30725,945.5,337.5,198,5.6568542495,1.4142135624,0,44.5
30726,758.3636363636,335.0909090909,198,10.6710678119,3.6055512755,1.5590873763,42.9090909091
30727,810.1666666667,351.8333333333,198,8.8710678119,2.2360679775,1.7320508076,40.1666666667
30728,569,342,198,9.2568542495,2.8284271247,1,56.5555555556
30729,313.5641025641,366.0769230769,198,20.6994949366,7.2111025509,1.2161657766,54.3076923077
30730,533.4545454545,363.6363636364,198,11.9566017178,3.1622776602,1.1247921801,60.6363636364
30731,604.1304347826,309.4782608696,198,23.6563491861,8.0622577483,1.2670300834,54.2608695652
30732,553.8333333333,303.1666666667,198,8.8710678119,2.2360679775,1.7320508076,44.6666666667
30733,518.2727272727,314.8181818182,198,17.2279220614,5.0990195136,1.1858500829,52.7727272727
30734,658.0909090909,308.7878787879,198,20.441883092,6.3245553203,1.0882316164,42.9090909091
30735,539.859375,329.875,198,27.8989898732,8.94427191,1.1451962083,63.0625
30736,829.5833333333,319.25,198,12.3423881554,3.6055512755,1.313230406,41.25
30737,914.380952381,333.2380952381,198,16.5850288425,5.0990195136,1.167971933,49.9523809524
30738,621.2653061224,332.6734693878,198,24.6847763109,8.0622577483,1.1829632524,53.5102040816
30739,671.84375,255.875,198,20.0563491861,6.3245553203,1.2155998999,44.1875
30740,598.7441860465,261.8372093023,198,24.1705627485,7.6157731059,1.209935629,48.9302325581
30741,640.14,266.42,198,26.8703102168,8.94427191,1.5018929364,46.44
30742,546.875,264.875,198,8.8710678119,2.8284271247,1.209896735,49.125
30743,740.5483870968,281.8064516129,198,19.4134559673,6.3245553203,1.2949853885,50.9677419355
30744,611.6363636364,284.0454545455,198,29.6992424049,10.1980390272,1.5769024038,53.2575757576
30745,578.4050632911,287.8860759494,198,33.0416305603,10.8166538264,1.365265833,56.2278481013
30746,627.2738095238,298.9285714286,198,32.7845237792,10.4403065089,1.0966277575,55.619047619
30747,637.7647058824,244.7352941176,198,25.1989898732,9.4339811321,2.7195337036,48.3529411765
30748,659.4315789474,759.8315789474,199,37.4129509039,14.3178210633,1.9104370411,75.3578947368
30749,663.4,731.8,199,7.4568542495,2.2360679775,1.6272667602,48.4
30750,680.4047619048,732.3571428571,199,21.7279220614,7.6157731059,1.3971129548,47.5714285714
30751,477.2692307692,672.3846153846,199,19.5421356237,5.6568542495,1.1151821153,46.1923076923
30752,660.7142857143,670,199,8.8710678119,2.2360679775,1,50.7142857143
30753,482.5,658,199,5.1415926536,1,0,72.5
30754,492.4566929134,657.5433070866,199,44.0982322781,15.1327459504,1.4267732562,84.842519685
30755,420.8095238095,656.7857142857,199,45.5126983722,18.3847763109,3.3398220856,66.1904761905
30756,266.4810126582,638.582278481,199,32.0132034356,10.8166538264,1.2159278757,64.5189873418
30757,465.8571428571,630.1428571429,199,15.2994949366,5.6568542495,1.4023328506,60.7619047619
30758,422.5,625.5,199,5.6568542495,1.4142135624,0,51.5
30759,445.4285714286,620.880952381,199,26.741883092,10.1980390272,2.5502540294,62.0476190476
30760,520.3333333333,615.6666666667,199,6.0426406871,1.4142135624,0,58
30761,501.9166666667,616.2916666667,199,18.8992424049,6.0827625303,1.4747316518,61.8333333333
30762,684.7959183673,613.387755102,199,24.6847763109,8.0622577483,1.1753399844,51.1020408163
30763,415.3636363636,597.6818181818,199,16.3281745931,5.8309518948,1.7485724428,54.2727272727
30764,429.7777777778,600.8518518519,199,19.0279220614,6.0827625303,1.4004968678,51.962962963
30765,180.8888888889,594.9444444444,199,14.7850288425,4.472135955,1.2936573461,51.1111111111
30766,690.6153846154,595.3846153846,199,11.6994949366,3.6055512755,1.1951767897,54.9230769231
30767,173.3333333333,590.6666666667,199,6.0426406871,1.4142135624,0,54.3333333333
30768,517.8260869565,591.3913043478,199,24.6850288425,9.4868329805,3.5828646625,72.4782608696
30769,680.256097561,590.3414634146,199,34.0703102168,11.1803398875,1.3715159276,64.3536585366
30770,211,588.5,199,10.2852813742,3.6055512755,1.6847456358,48.5
30771,347.4237288136,583.3898305085,199,28.2847763109,10.8166538264,1.801989401,59.6440677966
30772,503.3888888889,582.1388888889,199,19.9279220614,6.7082039325,1.2166291431,69.8888888889
30773,210.6896551724,572.4482758621,199,18.3850288425,5.8309518948,1.0612036388,48.7586206897
30774,683.8636363636,571.2272727273,199,21.3423881554,9.0553851381,4.3200089445,51
30775,749.3333333333,558.6666666667,199,6.0426406871,1.4142135624,0,46.3333333333
30776,810.8333333333,569.8333333333,199,8.8710678119,2.2360679775,1.7320508076,42.8333333333
30777,715.358974359,557.2820512821,199,24.1705627485,7.8102496759,1.4350432049,54.1794871795
30778,447,556,199,3.1415926536,0,0,46
30779,691.1,552.1,199,15.813708499,5,1.2993999799,68.05
30780,238,551,199,9.2568542495,2.8284271247,1,44.6666666667
30781,536.2727272727,555.5909090909,199,17.3566017178,6.0827625303,1.918005246,65.4545454545
30782,586.3076923077,555.8769230769,199,28.9276695297,10.295630141,1.3756995042,72.3384615385
30783,555.09375,545.71875,199,21.8563491861,7.2801098893,1.5476673602,71.0625
30784,463.15,540.6,199,19.2850288425,6.3245553203,1.9603976187,57.25
30785,678.2346938776,551.1020408163,199,38.6987373415,13.9283882772,1.5996375664,91.4489795918
30786,714.5,544.2857142857,199,12.0852813742,3.6055512755,1,65.6428571429
30787,703.2558139535,530.0697674419,199,25.4560966544,8.602325267,1.606235547,66.8139534884
30788,288.875,526.125,199,8.8710678119,2.8284271247,1.209896735,46.25
30789,217,536,199,3.1415926536,0,0,42
30790,719.4680851064,535.9361702128,199,23.3992424049,8.0622577483,1.2951887176,59.085106383
30791,679,519.5,199,7.4568542495,2.2360679775,0,60
30792,535.25,517.3125,199,21.3421356237,6.4031242374,1.1775837515,74.03125
30793,509.76,523.96,199,16.713708499,5.8309518948,1.3426176951,63.68
30794,714.5,521,199,7.4568542495,2.2360679775,0,44
30795,541.8260869565,499.8260869565,199,18.8992424049,6.0827625303,1.4422973109,69.6086956522
30796,219.4,505.8,199,7.4568542495,2.2360679775,78266775.3673671,48.2
30797,469.4320987654,512.5555555556,199,32.5276695297,11.401754251,1.3668139898,79.2098765432
30798,696.0769230769,514.6923076923,199,36.8984848098,12.2065556157,2.3181355419,65.7384615385
30799,514.6436781609,493.9310344828,199,33.427416998,11.1803398875,1.2612426394,98.1149425287
30800,686.5409836066,498.9016393443,199,32.9129509039,12.2065556157,2.5331003255,51.6229508197
30801,182.4137931034,497.724137931,199,18.3850288425,5.8309518948,1.0598475816,58.5172413793
30802,314,499.5,199,10.2852813742,3.6055512755,1.6847456358,56.2
30803,655,483.5,199,13.8852813742,5,1.433293184,49.5555555556
30804,244.9583333333,486.2083333333,199,18.8992424049,6.7082039325,2.1708260394,50.5
30805,308.7777777778,485.8888888889,199,10.6710678119,3.6055512755,1.6566117962,59
30806,287.125,487,199,12.0852813742,4.472135955,3.1799059376,51
30807,364.875,475.125,199,8.8710678119,2.8284271247,1.209896735,58
30808,485.0526315789,479.8157894737,199,22.1134559673,7.2111025509,1.2488990831,69.5789473684
30809,527.78125,483.703125,199,28.6705627485,10.4403065089,1.6065545812,92.390625
30810,380.4375,483.75,199,14.1423881554,4.472135955,1.3104148986,63.8125
30811,418,458,199,3.1415926536,0,0,76
30812,535.7692307692,458.2307692308,199,12.0852813742,4.2426406871,1.3504808572,71.7692307692
30813,633,451,199,3.1415926536,0,0,68
30814,402.6666666667,445.5555555556,199,10.9281745931,3.1622776602,1.5673477664,66
30815,560.8235294118,474.8039215686,199,24.8134559673,8.94427191,1.4823354405,77.5882352941
30816,524.4285714286,469.7142857143,199,10.6710678119,3.1622776602,2.274542785,68.7142857143
30817,634.65,468.15,199,23.5276695297,7.2801098893,1.2618518812,64.825
30818,697.1515151515,465.1515151515,199,20.4421356237,6.7082039325,1.2813252817,50.8181818182
30819,875.0857142857,431.4285714286,199,19.9279220614,7.2111025509,1.3738173226,49.8857142857
30820,933.05,429.7,199,15.9423881554,5,1.2393522413,49.4
30821,626.3333333333,427.6666666667,199,6.0426406871,1.4142135624,0,53.3333333333
30822,697.2777777778,431.1388888889,199,33.9413780286,12.2065556157,2.0440515384,59.8055555556
30823,672.0285714286,443.5714285714,199,20.8279220614,6.7082039325,1.3185211068,61.3714285714
30824,280.4473684211,444.0263157895,199,25.841883092,8.602325267,1.7507043753,54.4736842105
30825,527.2142857143,437.3571428571,199,13.113708499,4.1231056256,1.365627618,65.0714285714
